,Distance 202m Depth,Total Daily Kg,Total Receipt Kg,Black Rockfish,Cabezon,Kelp Greenling,Sablefish,Shortspine Thornyhead
5491,0.07322806417182012,0.0029365136556892698,0.003974058903842403,0.17706747843734144,0.0,0.0,0.0,0.0
7399,0.13790097202871274,6.03516610218347e-05,8.167544372927638e-05,0.011516996448503297,0.0,0.0,0.0,0.0
4279,0.1493730292586346,0.17674929739857317,0.23919933684415834,0.0,0.0,0.0,0.2394125891170556,0.0
4890,0.20531967767430112,0.0011800100886358723,0.0015969377803783887,0.0,0.0,0.0,0.0,0.0
7977,0.0776889671074609,0.004774086618145133,0.006460893309927833,0.0,0.0,0.0,0.006568764852842605,0.0
6705,0.07322806417182012,0.0038282770051163797,0.005180905012677979,0.18670725520040585,0.0,0.0,0.0,0.0
7250,0.0,0.00239244793543273,0.003237760873805344,0.0,0.13279569892473117,0.25914634146341464,0.0,0.0
8767,0.0,0.009322980471283417,0.012617027501462843,0.0,0.0,0.0,0.011650722076655903,0.0
1477,0.05107428320011733,0.008016862434243712,0.010849424614784475,0.0,0.0,0.0,0.009932362439826946,0.0
1790,0.05107428320011733,0.0033868991857029613,0.0039009167154281255,0.07813292744799594,0.035483870967741936,0.4329268292682927,0.0,0.0
2333,0.05107428320011733,0.007035021978813865,0.005388141213185098,0.050735667174023336,0.13333333333333333,0.2073170731707317,0.0,0.0
2008,0.1420929986230272,0.0023690278878720186,0.0018529354398283597,0.0,0.14623655913978495,0.0,0.0,0.0
682,0.1420929986230272,0.0016844418822512073,0.002279598205578311,0.09944190766108574,0.0,0.0,0.0,0.0
4588,0.05107428320011733,0.0029094905238884485,0.0011580846498927247,0.05377980720446473,0.0,0.0,0.0,0.0
6798,0.07322806417182012,0.0023690278878720186,0.003206065925492491,0.10299340436326737,0.0,0.0,0.0,0.0
4989,0.0,0.004341716509331989,0.005875755802613614,0.0,0.0,0.0,0.005715678508317591,0.02033898305084746
57,0.051457228292309316,0.03923758737479282,0.013677589233469865,0.0,0.0,0.0,0.013954055206873438,0.0
7920,0.1683695501617332,0.32633133962672045,0.37102594109615755,0.0,0.0,0.0,0.35205654743769427,0.0
4708,0.1420929986230272,0.0032697989478994017,0.0022064560171640335,0.0,0.0,0.0,0.0,0.0
3328,0.053465653084337546,0.0012790949052388847,0.0017310317924712308,0.0,0.0,0.0,0.0,0.0
5638,0.13790097202871274,0.0025266628233768106,0.0034193973083674668,0.0,0.0,0.0,0.0036987386509048812,0.0
4382,0.1420929986230272,0.005107371910355265,0.00691193680514921,0.09030948756976152,0.0,0.0,0.0,0.0
46,0.051457228292309316,0.03923758737479282,8.533255314999025e-05,0.0,0.0,0.0,0.0,0.0
30,0.03780564314406069,0.16587699070404266,0.08512531694948314,0.0,0.0,0.0,0.07069648406556577,0.6203389830508474
3848,0.05107428320011733,0.004269654824529798,0.005778232884727911,0.13292744799594114,0.06989247311827958,0.5426829268292682,0.0,0.0
4787,0.10401440525368075,0.002792390286084888,0.0037790130680709962,0.14967021816336884,0.0,0.0,0.0,0.0
9221,0.03780564314406069,0.041426461050659356,0.05606348741954358,0.0,0.0,0.0,0.051051124245932604,0.029943502824858755
1468,0.0918131227950103,0.0017745189882539451,0.0024015018529354396,0.10147133434804667,0.0,0.0,0.0,0.0
1665,0.05107428320011733,0.0065305901851985294,0.008838014433391847,0.0,0.0,0.0,0.004667600999329718,0.0
1416,0.10519175771797315,0.08257368307271025,0.11174907353228009,0.0,0.0,0.0,0.09994515873499482,0.0
3787,0.0918131227950103,0.0029004828132881745,0.0039252974448995516,0.16387620497209537,0.0,0.0,0.0,0.0
2358,0.1420929986230272,0.0008467247964257405,0.0007436122488784864,0.0426179604261796,0.0,0.0,0.0,0.0
3110,0.05107428320011733,0.0006575628738199899,0.000682660425199922,0.0,0.0,0.0,0.0,0.0
3207,0.05107428320011733,0.0016574187504503858,0.002047981275599766,0.025367833587011668,0.03225806451612904,0.0,0.0,0.0
9011,0.0031979989081990998,0.00018916192260575056,0.0002559976594499708,0.0,0.0,0.0,0.0,0.024858757062146894
3519,0.05107428320011733,0.00239605101967284,0.0027794031597425392,0.0258751902587519,0.0,0.19512195121951217,0.0,0.0
429,0.10401440525368075,0.002549182099877495,0.0034498732202067482,0.0,0.0,0.0,0.0,0.0
5982,0.002912827031034848,0.001648411039850112,0.0022308367466354596,0.0,0.0,0.0,0.00040216927670464934,0.0
4561,0.1420929986230272,0.001963680910859696,0.002657499512385411,0.10299340436326737,0.0,0.0,0.0,0.0
385,0.05107428320011733,0.006017150680982922,0.008143163643456212,0.0,0.0,0.0,0.003424532325878983,0.0
1945,0.05107428320011733,0.0016664264610506596,0.001804173980885508,0.0182648401826484,0.0,0.2073170731707317,0.0,0.0
7538,0.05836653548760317,0.0003062621604093104,0.0004144724010142383,0.0,0.0,0.0,0.0,0.0
7379,0.07322806417182012,0.0065756287381999,0.008898966257070411,0.35159817351598166,0.0,0.0,0.0,0.0
473,0.1420929986230272,0.0016664264610506596,0.002255217476106885,0.09436834094368339,0.0,0.0,0.0,0.0
5908,0.1155597923948734,0.008602363623261512,0.011641798322605812,0.0,0.0,0.0,0.011918834927792334,0.0
2766,0.05107428320011733,0.003873315558117748,0.0013775112151355568,0.0319634703196347,0.0,0.0,0.0,0.0
4461,0.15297841656278263,0.01966383224039778,0.026611566218061246,0.0,0.0,0.0,0.02634818109804399,0.0
6904,0.05836653548760317,0.0007386322692224546,0.0009996099083284572,0.0,0.0,0.0,0.0,0.0
7779,0.07322806417182012,0.003224760394898033,0.004364150575385216,0.167427701674277,0.0,0.0,0.0,0.0
7958,0.0776889671074609,0.0035220148447070694,0.0047664326116637415,0.0,0.0,0.0,0.005045396380476509,0.0
1055,0.0918131227950103,0.0022609353606687322,0.003059781548663936,0.1141552511415525,0.0,0.0,0.0,0.0
2281,0.053465653084337546,0.0003873315558117749,0.0005241856836356543,0.030441400304414,0.0,0.0,0.0,0.0
7146,0.07322806417182012,0.0019186423578583269,0.002596547688706846,0.11212582445459157,0.0,0.0,0.0,0.0
10004,0.03780564314406069,0.07070152050154933,0.028903354788375267,0.0,0.0,0.0,0.029175552982755468,0.0
8408,0.0031979989081990998,0.0064495207897960665,0.008728301150770432,0.0,0.0,0.0,0.0019620985924075317,0.3220338983050848
3181,0.0644488442391207,0.0005494703466167039,0.0007436122488784864,0.022323693556570268,0.0,0.1890243902439024,0.0,0.0
7664,0.07322806417182012,0.0011349715356345031,0.001535985956699824,0.07559614408929476,0.0,0.0,0.0,0.0
3015,0.05107428320011733,0.0015583339338473734,0.0014018919446069824,0.028411973617453068,0.03870967741935485,0.0,0.0,0.0
811,0.0918131227950103,0.001369172011241623,0.0018529354398283597,0.07458143074581429,0.0,0.0,0.0,0.0
7296,0.13790097202871274,0.00017790228435540827,0.00024075970353032965,0.0,0.0,0.0,0.0,0.0
3126,0.08608116806400887,0.00043237010881314416,0.000585137507314219,0.03094875697615423,0.0,0.0,0.0,0.0
9099,0.0031979989081990998,0.0030446061828925557,0.004120343280670958,0.0,0.0,0.0,0.0,0.17853107344632768
5121,0.13790097202871274,0.00020942927145636663,0.00028342598010532466,0.0,0.0,0.0,0.0,0.0
7086,0.07322806417182012,0.002864451970887079,0.0038765359859566995,0.14916286149162858,0.0,0.0,0.0,0.0
111,0.0,0.0002972544498090366,0.0004022820362785254,0.0,0.0,0.0,0.0006824690756200109,0.0
5852,0.0,0.010509295957339482,0.00038643456212209866,0.0,0.0,0.0,0.0,0.0
9476,0.0007903334881409242,0.0013061180370397061,0.0017676028866783695,0.0,0.0,0.0,0.0,0.08192090395480227
3016,0.05107428320011733,0.0009638250342293004,0.0012556075677784277,0.0258751902587519,0.0,0.0,0.0,0.0
1745,0.05107428320011733,0.0017565035670533975,0.0020723620050711916,0.05377980720446473,0.040860215053763436,0.0,0.0,0.0
2748,0.05107428320011733,0.0013601643006413491,0.0014506534035498343,0.06950786402841197,0.0,0.0,0.0,0.0
1452,0.0918131227950103,0.001963680910859696,0.002657499512385411,0.12227295788939624,0.0,0.0,0.0,0.0
2149,0.05107428320011733,0.003260791237299128,0.004010629998049542,0.09791983764586504,0.0,0.36585365853658536,0.0,0.0
319,0.1493730292586346,0.1188747567918138,0.16087624341720305,0.0,0.0,0.0,0.1586984339772104,0.0
6314,0.052866792142292625,0.0004954240830150609,0.000670470060464209,0.0,0.0,0.0,0.0009140210834196575,0.0
5153,0.20531967767430112,0.0012610794840383368,0.0017066510629998048,0.0,0.0,0.0,0.0,0.0
2673,0.05107428320011733,0.00119802550983642,0.0016213185098498146,0.041603247082699135,0.04946236559139785,0.0,0.0,0.0
1922,0.05107428320011733,0.001990704042660517,0.002535595865028282,0.08929477422628107,0.0,0.17682926829268292,0.0,0.0
6679,0.07322806417182012,0.003458960870505152,0.004681100058513751,0.20649416539827498,0.0,0.0,0.0,0.0
9449,0.0007903334881409242,0.007836708222238236,0.0020967427345426177,0.0,0.0,0.0,0.0010602644567668028,0.05028248587570621
8470,0.0031979989081990998,0.001810549830655041,0.0024502633118782913,0.0,0.0,0.0,0.0,0.11129943502824859
4860,0.1420929986230272,0.0009998558766303957,0.001353130485664131,0.06646372399797057,0.0,0.0,0.0,0.0
7472,0.07322806417182012,0.002783382575484615,0.0037668227033352836,0.1263318112633181,0.0,0.0,0.0,0.0
2129,0.1420929986230272,0.002107804280464077,0.002852545348156817,0.0,0.2752688172043011,0.0,0.0,0.0
7362,0.05836653548760317,0.000415525689990632,0.00020272576555490534,0.0,0.0,0.0,0.0,0.0
6167,0.029205674105578776,0.006782806082006198,0.00030475911839282233,0.0,0.0,0.0,0.0005484126500517945,0.0
7120,0.07322806417182012,0.002305973913670101,0.0031207333723425002,0.13292744799594114,0.0,0.0,0.0,0.0
7883,0.1683695501617332,0.0037111767673128197,0.005022430271113712,0.0,0.0,0.0,0.004509170678203643,0.02542372881355932
9419,0.0031979989081990998,0.0016574187504503858,0.0022430271113711726,0.0,0.0,0.0,0.0004631040155992931,0.08248587570621468
7331,0.07322806417182012,0.0033778914751026877,0.004571386775892335,0.18772196854388631,0.0,0.0,0.0,0.0
4373,0.1493730292586346,0.15350940404986668,0.04948069046225862,0.0,0.0,0.0,0.049747120833587226,0.0
5990,0.031018552467551516,0.003846292426316927,0.005205285742149405,0.0,0.0,0.0,0.0,0.24915254237288137
1052,0.0918131227950103,0.001522303091446278,0.002060171640335479,0.07610350076103499,0.0,0.0,0.0,0.0
6487,0.002912827031034848,0.002504143546876126,0.0033889213965281845,0.0,0.0,0.0,0.003290475900310767,0.015819209039548022
4722,0.05107428320011733,0.008989695179073286,0.007484883947727716,0.01877219685438863,0.026881720430107527,0.0,0.0,0.0
4848,0.1420929986230272,0.002170858254665994,0.002937877901306807,0.12531709791983764,0.0,0.0,0.0,0.0
99,0.0031979989081990998,0.01813252143835123,0.0062902282036278526,0.0,0.0,0.0,0.004509170678203643,0.09548022598870057
9240,0.0,0.01515096922966059,0.020504193485469085,0.0,0.0,0.0,0.02027908110413747,0.0
1456,0.0918131227950103,0.00034229300281040563,0.0004632338599570898,0.0,0.0,0.0,0.0,0.0
361,0.1493730292586346,0.0014502414066440872,0.0019626487224497758,0.09335362760020292,0.0,0.0,0.0,0.0
812,0.0918131227950103,0.001414210564242992,0.001913887263506924,0.08117706747843734,0.0,0.0,0.0,0.0
1092,0.053465653084337546,0.0003062621604093104,0.0004144724010142383,0.0,0.0,0.0,0.0,0.0
8913,0.0031979989081990998,0.003260791237299128,0.004412912034328067,0.0,0.0,0.0,0.0,0.20451977401129942
4201,0.15297841656278263,0.1240001441233696,0.16781256095182367,0.0,0.0,0.0,0.16493815124002195,0.0
5718,1.0,0.1462681334222094,0.1979483994051102,0.0,0.0,0.0,0.1508256657120224,0.36610169491525424
8259,0.03780564314406069,0.003873315558117748,0.0052418568363565435,0.0,0.0,0.0,0.005520687343854731,0.0
7268,0.03780564314406069,0.00040084312171218564,0.0005424712307392236,0.0,0.02956989247311828,0.0,0.0,0.0
7356,0.051457228292309316,0.0004386755062333358,0.0005168714647942267,0.0,0.04064516129032258,0.0,0.0,0.0
10132,0.03780564314406069,0.00841320170065576,0.01138580066315584,0.0,0.0,0.0,0.01166290902443483,0.0
1414,0.08608116806400887,0.005476688044966491,0.007411741759313438,0.0,0.0,0.0,0.00750715983182012,0.0
540,0.05107428320011733,0.03309432874540607,0.04478740003900916,0.0,0.0,0.0,0.04247151300956675,0.0
6627,0.13790097202871274,0.00022294083735677743,0.0003017115272088941,0.0,0.0,0.0,0.0,0.0
8060,0.07322806417182012,0.008872594941269726,0.012007509264677198,0.0,0.0,0.0,0.012284443361160196,0.0
1146,0.0918131227950103,0.00024320818620739355,0.00032913984786424815,0.025367833587011668,0.0,0.0,0.0,0.0
6039,0.0007903334881409242,0.004904698421849102,0.00663765359859567,0.0,0.0,0.0,0.0018524160623971725,0.0
754,0.05107428320011733,0.001522303091446278,0.00030475911839282233,0.014205986808726534,0.0,0.0,0.0,0.0
4094,0.1493730292586346,0.2698800172948043,0.13777550224302712,0.0,0.0,0.0,0.13801718359636828,0.0
3433,0.05107428320011733,0.0007836708222238235,0.0010605617320070214,0.04211060375443937,0.0,0.0,0.0,0.0
2903,0.0644488442391207,0.0008287093752251929,0.0008533255314999023,0.024860476915271434,0.0,0.18292682926829268,0.0,0.0
5151,0.051457228292309316,0.021042011962239676,0.00030475911839282233,0.0,0.0,0.0,0.0005849734933885808,0.0
10120,0.03780564314406069,0.007665561720833034,0.010374000390091672,0.0,0.0,0.0,0.010651392358783743,0.0
7434,0.05836653548760317,0.0005170425884557181,0.00069972693582992,0.0,0.0,0.0,0.0,0.0
3281,0.05107428320011733,0.0006215320314188946,0.00037790130680709957,0.0182648401826484,0.0,0.0,0.0,0.0
5860,0.03780564314406069,0.0012160409310369676,0.0016456992393212404,0.0,0.0,0.0,0.001925537749070745,0.0
5775,0.0776889671074609,0.055991929091302156,0.07577530719719135,0.0,0.0,0.0,0.07407226860032905,0.0
3666,0.1420929986230272,0.000756647690423002,0.0010239906377998828,0.043125317097919835,0.0,0.0,0.0,0.0
2608,0.10401440525368075,0.002945521366289544,0.003986249268578116,0.1506849315068493,0.0,0.0,0.0,0.0
4046,0.08608116806400887,0.07516033724868487,0.0009874195435927442,0.0,0.0,0.0,0.001267442569008592,0.0
7940,1.0,0.03704871369892628,0.05013897015798712,0.0,0.0,0.0,0.04348302967521784,0.023163841807909605
5924,0.1155597923948734,0.019465662607191757,0.006972888628827775,0.0,0.0,0.0,0.005191639753823654,0.08700564971751412
9010,0.0007903334881409242,0.002837428839086258,0.003839964891749561,0.0,0.0,0.0,0.0,0.15028248587570622
7525,0.051457228292309316,0.00045218707213374646,0.000543690267212795,0.0,0.0,0.0,0.0,0.0
3032,0.05107428320011733,0.0005404626360164301,0.00010971328262141601,0.0,0.0,0.0,0.0,0.0
9497,0.0031979989081990998,0.001576349355047921,0.0021333138287497563,0.0,0.0,0.0,0.0,0.07344632768361582
8719,0.0031979989081990998,0.002170858254665994,0.002937877901306807,0.0,0.0,0.0,0.0,0.13502824858757062
601,0.0644488442391207,0.003954384953520213,0.00018285547103569336,0.0,0.0,0.0,0.0,0.0
3105,0.05107428320011733,0.0004503855300136917,0.0006095182367856446,0.016235413495687467,0.0,0.0,0.0,0.0
9486,0.0007903334881409242,0.003684153635511998,0.004985859176906572,0.0,0.0,0.0,0.001511181524587167,0.15480225988700566
6953,0.07322806417182012,0.0021528428334654463,0.0029134971718353816,0.08117706747843734,0.0,0.0,0.0,0.0
3088,0.07699640683434772,0.0024861281256755782,0.0033645406670567584,0.1308980213089802,0.0,0.0,0.0,0.0
7908,0.119711080149593,0.025807090869784534,0.034925394967817436,0.0,0.0,0.0,0.029931143745049054,0.023728813559322035
5650,0.0776889671074609,0.0006305397420191684,0.0008533255314999023,0.0,0.0,0.0,0.0,0.0
5379,0.1155597923948734,0.007377765367154284,0.009984518236785644,0.0,0.0,0.0,0.010262019377246969,0.0
1044,0.1493730292586346,0.0013331411688405276,0.001804173980885508,0.0852359208523592,0.0,0.0,0.0,0.0
8265,0.03780564314406069,0.007782661958636593,0.010532475131655937,0.0,0.0,0.0,0.010809822679909816,0.0
1557,0.0918131227950103,0.0012430640628377891,0.0016822703335283792,0.08168442415017757,0.0,0.0,0.0,0.0
8802,0.0031979989081990998,0.0009368019024284789,0.0012677979325141408,0.0,0.0,0.0,0.0,0.05423728813559322
1487,0.05107428320011733,0.006062189233984291,0.006607177686756387,0.0,0.0,0.0,0.006885625495094753,0.0
7767,0.03780564314406069,0.008629386755062333,0.008326019114491906,0.0,0.0,0.0,0.008360246176345135,0.0
180,0.0728980795711015,0.11781184694098149,0.1524161302906183,0.0,0.0,0.0,0.1473401986472488,0.0
9774,0.0,0.005152410463356634,0.006972888628827775,0.0,0.0,0.0,0.006909999390652611,0.015819209039548022
4838,0.1420929986230272,0.0017204727246523024,0.0023283596645211624,0.10755961440892946,0.0,0.0,0.0,0.0
2115,0.0644488442391207,0.00027023131800821504,0.00036571094207138677,0.0,0.0,0.15853658536585366,0.0,0.0
1699,0.0918131227950103,0.0007386322692224546,0.0009996099083284572,0.0,0.0,0.0,0.0,0.0
1379,0.05107428320011733,0.0055397420191684085,0.0074970743124634295,0.0,0.0,0.0,0.007750898787398696,0.0
4693,0.05107428320011733,0.010791237299128053,0.010544665496391652,0.0,0.0,0.0,0.010822009627688745,0.0
9593,0.0007903334881409242,0.001630395618649564,0.0022064560171640335,0.0,0.0,0.0,0.0,0.09661016949152543
1395,0.0918131227950103,0.0029094905238884485,0.003937487809635264,0.1704718417047184,0.0,0.0,0.0,0.0
6874,0.07322806417182012,0.004927217698349787,0.006668129510434952,0.2582445459157788,0.0,0.0,0.0,0.0
618,0.05107428320011733,0.0014232182748432657,0.00034133021259996095,0.0258751902587519,0.0,0.0,0.0,0.0
3382,0.05107428320011733,0.0020357425956618862,0.0005119953188999415,0.013191273465246067,0.0,0.0,0.0,0.0
10472,0.0776889671074609,0.02185270591626432,0.029573824848839476,0.0,0.0,0.0,0.02984583511059655,0.0
1600,0.08608116806400887,0.1315666210275996,0.03338940901111761,0.0,0.0,0.0,0.033660349765401255,0.0
8617,0.03780564314406069,0.16051740289687974,0.21723229959040374,0.0,0.0,0.0,0.21670830540491134,0.0
6785,0.051457228292309316,0.0005855011890177992,0.0007923737078213381,0.0,0.04731182795698925,0.0,0.0,0.0
1615,0.1493730292586346,0.18373928082438568,0.24036961185878683,0.0,0.0,0.0,0.2354640180366827,0.0
8239,0.0,0.023203862506305396,0.031402379559196406,0.0,0.0,0.0,0.012186947778928767,0.04011299435028249
438,0.053465653084337546,0.0007476399798227282,0.00101180027306417,0.04363267376966007,0.0,0.0,0.0,0.0
5471,0.07322806417182012,0.0033959068963032354,0.004595767505363761,0.20294266869609334,0.0,0.0,0.0,0.0
2083,0.05107428320011733,0.0037742307415147363,0.0042422469280280865,0.014205986808726534,0.2010752688172043,0.0,0.0,0.0
6916,0.07322806417182012,0.0034499531599048784,0.004668909693778038,0.0,0.0,0.0,0.0,0.0
7352,0.07322806417182012,0.002873459681487353,0.003888726350692413,0.0,0.11612903225806452,0.0,0.0,0.0
5838,0.0,0.018123513727750954,0.02452701384825434,0.0,0.0,0.0,0.023947352385595026,0.03954802259887005
5228,0.13790097202871274,0.040809432874540606,0.05500292568753657,0.0,0.0,0.0,0.055267808177441966,0.0
7647,0.20531967767430112,0.0018826115154572315,0.0025477862297639945,0.011669203450025365,0.0,0.17073170731707316,0.0,0.0
7748,0.07322806417182012,0.0033328529221013183,0.0045104349522137694,0.08117706747843734,0.0,0.0,0.0,0.0
3991,0.05107428320011733,0.0037742307415147363,0.0007558026136141992,0.026889903602232364,0.0,0.0,0.0,0.0
2545,0.05107428320011733,0.003026590761692008,0.003535205773356739,0.15220700152206998,0.0,0.0,0.0,0.0
5698,1.0,0.07672767889313253,0.10383752681880241,0.0,0.0,0.0,0.08935470111510571,0.1943502824858757
8856,0.0031979989081990998,0.0029545290768898174,0.003998439633313829,0.0,0.0,0.0,0.0,0.1745762711864407
10094,0.13790097202871274,0.004855156013547596,0.006570606592549249,0.0,0.0,0.0,0.006849064651757966,0.0
1918,0.05107428320011733,0.0016844418822512073,0.002255217476106885,0.03906646372399797,0.0,0.274390243902439,0.0,0.0
8852,0.0031979989081990998,0.0032337681054983064,0.004376340940120928,0.0,0.0,0.0,0.0,0.2
6495,0.029205674105578776,0.0009250918786481229,0.001251950458357714,0.0,0.0,0.0,0.0,0.0
6134,0.002912827031034848,0.0006755782950205375,0.000914277355178467,0.0,0.0,0.0,0.0,0.0
4333,0.08608116806400887,0.11465014052028535,0.15515896235615367,0.0,0.0,0.0,0.11833526293339833,0.03898305084745762
7211,0.07322806417182012,0.0021978813864668156,0.0029744489955139458,0.121765601217656,0.0,0.0,0.0,0.0
2054,0.05107428320011733,0.0009007710600273835,0.0012190364735712891,0.0,0.0946236559139785,0.0,0.0,0.0
3037,0.05107428320011733,0.0030536138934928294,0.0036936805149210064,0.013191273465246067,0.04838709677419355,0.3048780487804878,0.0,0.0
9795,0.0,0.028788643078475173,0.0389604056953384,0.0,0.0,0.0,0.013576259825726647,0.10621468926553672
2362,0.05107428320011733,0.0032157526842977588,0.00015847474156426765,0.0,0.0,0.0,0.0,0.0
2225,0.0644488442391207,0.0011259638250342293,0.0015237955919641113,0.03906646372399797,0.0,0.4329268292682927,0.0,0.0
10454,1.0,0.06082006197304893,0.08000536376048371,0.0,0.0,0.0,0.0735847906891719,0.3096045197740113
1126,0.05107428320011733,0.010593067665922029,0.003376731031792471,0.0,0.0,0.0,0.00365608433367863,0.0
9436,0.0031979989081990998,0.0032878143690999494,0.004449483128535206,0.0,0.0,0.0,0.0018524160623971725,0.11242937853107345
8858,0.0007903334881409242,0.006197304892988398,0.00838697093817047,0.0,0.0,0.0,0.0,0.3864406779661017
7607,0.07322806417182012,0.006521582474598255,0.008825824068656134,0.34145104008117705,0.0,0.0,0.0,0.0
3508,0.05107428320011733,0.000441377819413418,0.0004144724010142383,0.0,0.0,0.0,0.0,0.0
2444,0.1420929986230272,0.0006395474526194422,0.0008655158962356153,0.0410958904109589,0.0,0.0,0.0,0.0
10255,0.10669502089902472,0.004927217698349787,0.006668129510434952,0.0,0.0,0.0,0.004752909633782219,0.0
1322,0.08608116806400887,0.08890610362470276,0.12031889994148626,0.0,0.0,0.0,0.10803729206020352,0.0
1603,0.05107428320011733,0.054226417813648474,0.05228447435147259,0.0,0.0,0.0,0.05255011882274084,0.0
6281,0.003988332396340024,0.018150536859551775,0.01551833430856251,0.0,0.0,0.0,0.00721467308512583,0.388135593220339
10221,1.0,0.08928442746991426,0.12083089526038619,0.0,0.0,0.0,0.10625799768447992,0.07457627118644068
9158,0.0007903334881409242,0.0010268790084312172,0.0013897015798712696,0.0,0.0,0.0,0.00043873012004143564,0.0519774011299435
6301,0.051457228292309316,0.01625891763349427,0.018273356738833627,0.0,0.0,0.0,0.014149046371336299,0.17909604519774014
7537,0.20531967767430112,0.002107804280464077,0.002852545348156817,0.0,0.027956989247311832,0.2865853658536585,0.0,0.0
8149,0.07322806417182012,0.01412409022122937,0.019114491905597813,0.0,0.0,0.0,0.019389433916275668,0.0
5022,0.04471495033935454,0.00810693954024645,0.010971328262141603,0.0,0.0,0.0,0.01087075741880446,0.014689265536723166
6718,0.051457228292309316,0.006830546948187648,0.009243953579091085,0.0,0.738494623655914,0.0,0.0,0.0
2290,0.053465653084337546,0.0008377170858254667,0.0011337039204212989,0.05428716387620496,0.0,0.0,0.0,0.0
9934,0.03780564314406069,0.09588707933991496,0.1022040179442169,0.0,0.0,0.0,0.09847053805374444,0.0384180790960452
4862,0.1493730292586346,0.23603804856957558,0.0035108250438853133,0.0,0.0,0.0,0.0,0.0
1507,0.0918131227950103,0.0018285652518555886,0.0024746440413497173,0.10806697108066969,0.0,0.0,0.0,0.0
8679,0.03780564314406069,0.0050893564891547165,0.006887556075677783,0.0,0.0,0.0,0.007165925294010114,0.0
1559,0.0918131227950103,0.0005674857678172516,0.0007679929783499123,0.04363267376966007,0.0,0.0,0.0,0.0
5333,0.13790097202871274,0.018510845283562727,0.025051199531889994,0.0,0.0,0.0,0.023374565839985376,0.0903954802259887
5362,0.03780564314406069,0.006611659580600995,0.0009020869904427539,0.0,0.0,0.0,0.0011821339345560904,0.0
4024,0.1493730292586346,0.18064963608849177,0.2357494636239516,0.0,0.0,0.0,0.23420876241545305,0.02598870056497175
9354,0.07322806417182012,0.12282013403473374,0.130095572459528,0.0,0.0,0.0,0.13033940649564316,0.0
3746,0.05107428320011733,0.000441377819413418,0.0005973278720499318,0.032470826991374935,0.0,0.0,0.0,0.0
1836,0.05107428320011733,0.0010178712978309433,0.0011824653793641505,0.027904616945712835,0.05268817204301075,0.0,0.0,0.0
5554,0.13790097202871274,0.00028464365496865316,0.0003852155256485273,0.0,0.0,0.0,0.0,0.0
3305,0.05107428320011733,0.0019456654896591486,0.0026331187829139848,0.022323693556570268,0.0,0.15853658536585366,0.0,0.0
981,0.053465653084337546,0.0007926785328240976,0.0010727520967427344,0.0563165905631659,0.0,0.0,0.0,0.0
9055,0.002912827031034848,0.002738344022483245,0.003705870879656719,0.0,0.0,0.0,0.0024739503991225396,0.0
1354,0.05107428320011733,0.005791957915976075,0.007838404525063389,0.0,0.0,0.0,0.007897142160745841,0.0
2870,0.05107428320011733,0.002765367154284067,0.0008167544372927637,0.032470826991374935,0.0,0.0,0.0,0.0
45,0.03780564314406069,0.008773510124666714,0.011873415252584356,0.0,0.0,0.0,0.01215038693559198,0.0
2542,0.05107428320011733,0.0002972544498090366,0.00037790130680709957,0.011669203450025365,0.03333333333333333,0.0,0.0,0.0
